,aspect,count
2318,employee socialization,1
2319,Confidential Reporting Channels,1
2320,corporate education,1
2321,corporate secretary competency enhancement,1
2322,transparency governance,1
2323,ethical performance,1
2324,financial sector resilience,1
2325,voter participation,1
2326,financial services innovation,1
2327,organizational ethics,1
2328,ethical behavior,1
2329,national resilience,1
2330,economic globalization,1
2331,carbon reduction,1
2332,fraud,1
2333,electric vehicles,1
2334,ESG management,1
2335,carbon trading procedures,1
2336,Carbon Exchange,1
2337,ethical guidelines,1
2338,Law Enforcement,1
2339,Shareholder Meetings,1
2340,Accounting Standards,1
2341,accounting procedures,1
2342,carbon regulations,1
2343,internal audit governance,1
2344,professional certifications,1
2345,remuneration procedures implementation,1
2346,remuneration structure recommendation,1
2347,sustainability and environmental conservation,1
2348,capital structure composition,1
2349,Corporate Strategy,1
2350,Sustainable Financial Services,1
2351,Educational Digital Content,1
2352,civil society engagement,1
2353,digital inclusion,1
2354,Sustainable business growth,1
2355,social activities,1
2356,insurance literacy,1
2357,Self-learning sustainability programs,1
2358,banking policy,1
2359,Sustainability communication,1
2360,consumption patterns,1
2361,Employee sustainability training,1
2362,piracy,1
2363,exchange rate stability,1
2364,foreign direct investment,1
2365,Corporate cultural values,1
2366,Corporate stakeholder value,1
2367,Digital Inclusion,1
2368,Financial Inclusion,1
2369,Ecosystem maximization,1
2370,sustainable sukuk,1
2371,financial liquidity,1
2372,non-current liabilities,1
2373,long-term loans,1
2374,financial activities,1
2375,capital structure management,1
2376,globalization,1
2377,Sustainable Facilities Management,1
2378,Sustainability Values,1
2379,strategic communication,1
2380,mineral extraction,1
2381,spatial development,1
2382,clean and affordable energy,1
2383,fossil fuels,1
2384,sustainable urbanization,1
2385,position level,1
2386,"sustainable energy, water, and waste management",1
2387,digital insurance offerings,1
2388,gender,1
2389,age,1
2390,financial services governance,1
2391,investor protection,1
2392,organizational agility,1
2393,integration of ESG aspects,1
2394,human capital management,1
2395,paperless transactions,1
2396,paper and physical waste reduction,1
2397,digital content and platforms,1
2398,stakeholder decision-making,1
2399,digital partnerships,1
2400,inclusive development,1
2401,education funding,1
2402,philanthropy,1
2403,digital banking access,1
2404,synergy in harmony,1
2405,sustainable value creation,1
2406,capital structure policy,1
2407,Sustainability principles,1
2408,remuneration policy evaluation,1
2409,dividend policy flexibility,1
2410,boarding supervision effectiveness,1
2411,governance procedures,1
2412,kehadiran Dewan Komisaris,1
2413,Pengembangan Kompetensi Dewan Komisaris,1
2414,Board orientation programs,1
2415,fair business practices,1
2416,creditor's rights,1
2417,supplier management,1
2418,Board evaluation processes,1
2419,Performance evaluation framework,1
2420,Audit oversight,1
2421,Board resignation policy,1
2422,Comprehensive performance assessments,1
2423,Board succession,1
2424,Governance alignment,1
2425,Executive development,1
2426,Remuneration policies,1
2427,Board self-assessment policy,1
2428,Board member expertise,1
2429,Remuneration indicators,1
2430,Transparency and governance practices,1
2431,Governance accountability,1
2432,ethical accountability,1
2433,independent audit,1
2434,leadership governance,1
2435,membership governance,1
2436,complaints management,1
2437,board orientation program,1
2438,competency development for directors,1
2439,supplier improvement,1
2440,Role Diversity,1
2441,capital risk management,1
2442,capital expenditure optimization,1
2443,organizational digitalization,1
2444,Technology Adoption,1
2445,Public Offering,1
2446,Material Transactions with Conflict of Interest,1
2447,Environmental Data Collection,1
2448,Governance Principles,1
2449,Digital Implementation,1
2450,Governance Recognition,1
2451,Governance Policies,1
2452,Shareholder Attendance,1
2453,sustainable finance governance alignment,1
2454,Communications strategy,1
2455,environmental responsibility reporting,1
2456,Executive Governance,1
2457,corporate social responsibility reporting,1
2458,kewujudan laporan keuangan,1
2459,kuasa dan wewenang board of directors,1
2460,pelaksanaan tindak lanjut,1
2461,executive governance,1
2462,director skill diversity,1
2463,financial oversight,1
2464,organizational development,1
2465,corporate planning,1
2466,Legal compliance,1
2467,circular fashion,1
2468,diverse consumer accessibility,1
2469,financial service inclusivity,1
2470,asset valuation policy,1
2471,portfolio diversification,1
2472,Capital market supporting institutions,1
2473,risk analysis,1
2474,Share registration and corporate governance,1
2475,Independent auditing,1
2476,Tax Refund Claims,1
2477,market fluctuations,1
2478,Tax Judgment Process,1
2479,Tax Regulation Uncertainty,1
2480,Tax Risk Management,1
2481,Tax Control Procedures,1
2482,Tax Position Assessment,1
2483,Management Tax Position Evaluation,1
2484,disclosure adequacy,1
2485,credit risk,1
2486,fraud risk management,1
2487,professional ethics,1
2488,Independent Commissioners,1
2489,subsidiaries,1
2490,Accounting policy for acquisition costs,1
2491,Business combination accounting approach,1
2492,Equity component treatment in acquisitions,1
2493,pollution,1
2494,Recycling policy in common control dissolution,1
2495,Investment in associates accounting method,1
2496,Profit/loss recognition in associates,1
2497,Loss recognition policy in associates,1
2498,negative impact reduction,1
2499,Internal audit governance,1
2500,tobacco control,1
2501,Renewable energy adoption,1
2502,pemberdayaan ekonomi lokal,1
2503,pengelolaan bencana,1
2504,MSME support in digital ecosystem,1
2505,social responsibility activities,1
2506,economic recovery support,1
2507,global supply chain integration,1
2508,equality in consumer services,1
2509,equal employment opportunity,1
2510,waste and effluent management,1
2511,Environmental and Occupational Health and Safety Certifications,1
2512,waste and effluent quantity,1
2513,Occupational Health and Safety (K3),1
2514,Occupational Health and Safety Incidents,1
2515,Sustainable finance governance,1
2516,Sustainable materials,1
2517,Occupational Health and Safety Management System Audits,1
2518,Compliance with Health and Safety Regulations,1
2519,Implementation challenges,1
2520,Sustainability training,1
2521,product standards,1
2522,process monitoring,1
2523,consumer complaints,1
2524,feedback channels,1
2525,complaint resolution,1
2526,emissions reporting,1
2527,supply chain diversity,1
2528,investment properties policy,1
2529,lease income recognition,1
2530,manajemen kebijakan air,1
2531,lease accounting policy,1
2532,risk communication,1
2533,content security and compliance,1
2534,sustainable mining practices,1
2535,salary increase rate risk,1
2536,labor regulations,1
2537,employee benefit obligations duration,1
2538,merger,1
2539,Performance evaluation linked to remuneration,1
2540,Board composition criteria,1
2541,Capacity building programs,1
2542,shareholder governance,1
2543,communication strategies,1
2544,annual reporting,1
2545,risiko inventaris,1
2546,manajemen risiko industri,1
2547,manajemen cost,1
2548,key management compensation,1
2549,Smoke Free Products,1
2550,social pillars,1
2551,ethical sourcing,1
2552,socioeconomic wellbeing,1
2553,working environment,1
2554,governance performance,1
2555,stunting prevention,1
2556,stakeholder inclusion,1
2557,society,1
2558,ESG framework,1
2559,product and service impacts,1
2560,awareness of sustainability issues,1
2561,employee benefit obligations,1
2562,tarif pajak,1
2563,incremental borrowing rate calculation,1
2564,tax recognition,1
2565,tax position evaluation,1
2566,income tax provision,1
2567,deferred tax management,1
2568,employee benefits obligations,1
2569,Tax Provisions and Compliance,1
2570,investment services,1
2571,financial services,1
2572,Foreign Exchange Risk Management,1
2573,beban pajak,1
2574,SME support,1
2575,affordable housing,1
2576,cultural sustainability values,1
2577,poverty eradication,1
2578,penyesuaian periode,1
2579,tax expense,1
2580,post-employment benefits,1
2581,"property, plant, and equipment",1
2582,tax assessment claims without refunds,1
2583,income tax,1
2584,VAT tax,1
2585,post-employment benefit commitments,1
2586,actuarial valuation of post-employment benefits,1
2587,workforce stability,1
2588,sustainable employment,1
2589,sustainable financial product innovation,1
2590,diversitas dan kesetaraan,1
2591,service improvement,1
2592,Workplace inclusivity,1
2593,risk and compliance governance,1
2594,employee influence on governance,1
2595,liability derecognition,1
2596,equity repurchase,1
2597,share ownership program,1
2598,credit recovery accounting,1
2599,reporting mechanisms,1
2600,financial performance reporting,1
2601,asset transfer risk management,1
2602,financial asset management,1
2603,compliance follow-up,1
2604,confidentiality of investigations,1
2605,anti-retaliation measures,1
2606,compliance reporting volume,1
2607,evidence sufficiency for sanctions,1
2608,enforcement actions,1
2609,Compliance Risk Management,1
2610,Compliance Training,1
2611,Fraud Prevention Programs,1
2612,Workplace Sexual Harassment Prevention,1
2613,Fraud Investigation,1
2614,trading objectives,1
2615,Ethics and compliance,1
2616,Governance integration,1
2617,trading asset classification criteria,1
2618,Company culture,1
2619,Stakeholder commitment,1
2620,corporate governance alignment,1
2621,supply chain risk,1
2622,loan impairment management,1
2623,Action Plan Monitoring,1
2624,Data Privacy,1
2625,ESG Governance,1
2626,Islamic financial partnership,1
2627,asset impairment losses,1
2628,foreclosed collateral management,1
2629,ESG capacity building,1
2630,data loss prevention,1
2631,joint operations,1
2632,transparency in communication,1
2633,land revaluation surplus,1
2634,reinsurance contracts,1
2635,Risk Assessment,1
2636,Internal Control,1
2637,finance lease classification,1
2638,Reporting,1
2639,Best Practices Sharing,1
2640,External Audit Coordination,1
2641,Auditor Qualification,1
2642,internal audit independence,1
2643,audit outcome management,1
2644,compliance training,1
2645,external audit collaboration,1
2646,audit scope,1
2647,impairment,1
2648,audit fees,1
2649,country risk,1
2650,ETHICS AND COMPLIANCE,1
2651,Performance evaluation,1
2652,kesetaraan gaji,1
2653,equal opportunity and diversity,1
2654,expertise diversity,1
2655,Board self-assessment,1
2656,financial disclosure adequacy,1
2657,anti-fraud policy,1
2658,supplier selection,1
2659,asset transactions,1
2660,anti-corruption compliance,1
2661,transparency and accuracy,1
2662,creditor rights,1
2663,grievance reporting system,1
2664,anonymous reporting,1
2665,speak-up system,1
2666,financial reporting compliance,1
2667,sustainability report feedback response,1
2668,feedback mechanism,1
2669,ESG alignment,1
2670,sustainable energy transition,1
2671,community value,1
2672,sustainable product customer satisfaction,1
2673,ESG pillars alignment,1
2674,product/service environmental impact,1
2675,zero waste goal,1
2676,consumer waste awareness,1
2677,impact sosial,1
2678,keahlian kerja dan kesejahteraan,1
2679,product safety evaluation,1
2680,kesejahteraan karyawan,1
2681,board composition size,1
2682,going concern,1
2683,transparent governance,1
2684,ethics education,1
2685,employee respect,1
2686,conflicts of interest disclosure,1
2687,bribery and corruption,1
2688,contraband trade,1
2689,illegal product sales,1
2690,contraband monitoring,1
2691,financial asset categorization,1
2692,third-party due diligence,1
2693,ethical partnerships,1
2694,training and resources,1
2695,impairment handling,1
2696,asset valuation caption treatment,1
2697,awareness initiatives,1
2698,divestiture,1
2699,FVOCI accounting practices,1
2700,governance frameworks,1
2701,compliance enforcement,1
2702,voting mechanisms,1
2703,shareholder communication,1
2704,Board representation,1
2705,Document accessibility,1
2706,related party governance,1
2707,business combination accounting,1
2708,asset-liability reclassification,1
2709,Communication policy,1
2710,Information transparency,1
2711,ESG materiality assessment,1
2712,societal concerns (ESG),1
2713,pandemic response,1
2714,pertumbuhan bisnis,1
2715,product compliance,1
2716,excise revenue loss,1
2717,reputational damage and sales revenue loss,1
2718,illicit tobacco prevalence,1
2719,illicit product management,1
2720,data collaboration,1
2721,local MSME development,1
2722,impact of pandemic on MSMEs,1
2723,MSME adaptation to new normal,1
2724,MSME capability development,1
2725,Skills training and entrepreneurship support,1
2726,Training outcomes for SMEs,1
2727,Diversity and inclusion of informal workers/women,1
2728,Digitalization for market access,1
2729,research projects,1
2730,gizi,1
2731,cacat lahir (stunting),1
2732,Entrepreneurship training,1
2733,Business licensing,1
2734,digitalization training for MSMEs,1
2735,partnerships for MSME growth,1
2736,support for MSMEs' global competitiveness,1
2737,stakeholder collaboration for MSME growth,1
2738,collaboration and inclusivity,1
2739,participation in entrepreneurship events,1
2740,entrepreneurship training,1
2741,economic community reach,1
2742,consumer complaints management,1
2743,product labeling,1
2744,cross-departmental governance,1
2745,akses fasilitas kesehatan,1
2746,youth smoking prevention program,1
2747,retail partner collaboration,1
2748,awareness-raising campaigns,1
2749,religious community support,1
2750,Partnerships for the Goals,1
2751,Gender equality,1
2752,Smoke-Free Product Innovation,1
2753,Tobacco Use Prevention,1
2754,Smoke-Free Future Commitment,1
2755,Smoke-Free Product Portfolio Development,1
2756,scientific methodology,1
2757,health risks,1
2758,harmful substances,1
2759,responsible marketing practices,1
2760,smoke-free product innovation,1
2761,smoke-free product adoption,1
2762,public-private partnership alignment,1
2763,smoker verification,1
2764,target audience restriction,1
2765,regulatory alignment,1
2766,consumer targeting,1
2767,consumer health awareness,1
2768,health warning disclosure,1
2769,marketing integrity,1
2770,truthful marketing,1
2771,adult consumer targeting,1
2772,local entrepreneurship,1
2773,akses pendanaan,1
2774,cataract and pterygium surgery,1
2775,pertumbuhan économique,1
2776,offline learning hours,1
2777,remuneration policy factors,1
2778,labor standards,1
2779,diversity management,1
2780,remuneration system,1
2781,gender equity in remuneration,1
2782,green report status,1
2783,workforce accessibility,1
2784,public perception of labor practices,1
2785,disability support and recruitment practices,1
2786,compliance with labor regulations,1
2787,labor practices in contracts,1
2788,land restoration preparation,1
2789,child labor and forced labor,1
2790,job vacancy transparency,1
2791,facility safety and comfort,1
2792,employee well-being policy,1
2793,work-life balance initiatives,1
2794,employee support during crises,1
2795,equal career advancement,1
2796,financial literacy and skill development,1
2797,financial stability and business growth,1
2798,flexible working arrangements,1
2799,consumer diversity,1
2800,sustainable materials usage,1
2801,fair hiring practices,1
2802,non-discriminatory employment practices,1
2803,learning platform access,1
2804,gender equality in remuneration,1
2805,performance management system,1
2806,contract environmental compliance,1
2807,disaster preparedness,1
2808,kontribusi finansial CSR,1
2809,workplace motivation,1
2810,pelaksanaan CSR,1
2811,pandemic response protocols,1
2812,hazard prevention,1
2813,energy and water conservation,1
2814,Occupational Health and Safety Management System,1
2815,employee involvement,1
2816,OHS programs,1
2817,incident and hazard reporting system,1
2818,EHS knowledge sharing,1
2819,OHS training programs,1
2820,talent development,1
2821,pengembangan infrastruktur,1
2822,targeted training programs,1
2823,pencilanggan CSR,1
2824,employee skills development,1
2825,experiential learning initiatives,1
2826,Complaint Resolution,1
2827,external certification programs,1
2828,organizational culture,1
2829,Negative Impact Mitigation,1
2830,management practices,1
2831,training hours equality,1
2832,safety and health,1
2833,access to tobacco products,1
2834,post-consumption waste management,1
2835,youth access prevention,1
2836,responsible marketing,1
2837,environmental impact evaluation,1
2838,social impact evaluation,1
2839,external sustainability integration,1
2840,double materiality integration,1
2841,sustainability materiality assessment,1
2842,cleft prevention and post-surgery care,1
2843,Sustainability Approach,1
2844,"Socioeconomic Wellbeing, Product Innovations, Healthy Working Environment",1
2845,"Sustainable Supply Chain, Waste Management, Water Management, Energy Efficiency and Emission Reduction, Respecting Human Rights, Business Integrity, Stakeholders Engagement",1
2846,Responsible Sales and Marketing,1
2847,societal welfare,1
2848,SDG prioritization,1
2849,Sustainable Development Contributions,1
2850,pay equity,1
2851,inclusion,1
2852,community program growth,1
2853,vocational educator training,1
2854,"business integrity, anti-corruption, anti-fraud compliance",1
2855,stakeholder representation,1
2856,supply chain disruptions,1
2857,environmental aspect,1
2858,resource use and waste generation,1
2859,environmental performance and community benefits,1
2860,environmental management framework participation,1
2861,integrasi sistem manajemen,1
2862,kompatibilitas standar,1
2863,keluhan lingkungan,1
2864,economic impact evaluation,1
2865,strategic prioritization,1
2866,environmental governance,1
2867,kesejahteraan petani,1
2868,food waste management,1
2869,first aid training,1
2870,MSME development,1
2871,water recycling,1
2872,cataract surgery,1
2873,farmers' welfare and economic recovery,1
2874,health risks from smoking,1
2875,economic challenge support,1
2876,MSME entrepreneurship training,1
2877,MSME community development,1
2878,digital ecosystem participation,1
2879,governance collaboration,1
2880,kualitas produksi,1
2881,social care programs,1
2882,produksi berkelanjutan,1
2883,praktik pertanian berkelanjutan,1
2884,pelatihan pertanian,1
2885,pendapatan petani,1
2886,children's literacy,1
2887,production_facility,1
2888,economic_development,1
2889,environmental care programs,1
2890,Business Integrity Compliance,1
2891,Human Rights,1
2892,Social Programs,1
2893,"Environmental, Social, Governance",1
2894,biaya pengelolaan lingkungan,1
2895,pembayaran retribusi limbah,1
2896,cataract and cleft lip surgeries,1
2897,kesehatan masyarakat,1
2898,waste disposal behavior,1
2899,cigarette butt waste management,1
2900,consumer engagement for waste reduction,1
2901,upcycled material usage,1
2902,Community participation,1
2903,charitable donations to religious institutions,1
2904,social sustainability commitment,1
2905,mental health infrastructure,1
2906,religious facilities,1
2907,penghindaran merokok,1
2908,educational infrastructure,1
2909,risiko kesehatan sosial,1
2910,food aid,1
2911,cigarette butt littering prevention,1
2912,Environmental Education,1
2913,Carbon Sequestration Initiatives,1
2914,pengembangan solusi,1
2915,pengembangan UMKM,1
2916,Smoke-free product alternatives,1
2917,Social impact management,1
2918,Community Resilience Infrastructure,1
2919,Socioeconomic well-being,1
2920,Community Disaster Relief,1
2921,Workplace safety and fair working conditions,1
2922,poverty alleviation,1
2923,sustainable sourcing,1
2924,public awareness,1
2925,clean and healthy behavior education,1
2926,pengukuran kualitas lingkungan,1
2927,sustainable urban environments,1
2928,climate change mitigation and resilience,1
2929,greenhouse gas emissions reduction,1
2930,global climate temperature regulation,1
2931,climate target reporting,1
2932,decarbonization targets and strategies,1
2933,manufacturing GHG emissions reduction,1
2934,annual emissions monitoring,1
2935,Net zero emissions,1
2936,carbon neutrality,1
2937,enerogi,1
2938,strategic approach,1
2939,CSER programs,1
2940,efisiensi energi,1
2941,clean water facilities,1
2942,vehicles,1
2943,carbon offset,1
2944,prosthetic assistance,1
2945,water governance,1
2946,boiler systems,1
2947,water stewardship,1
2948,water management efficiency,1
2949,WASH,1
2950,Monitoring and Reporting,1
2951,Disability Support,1
2952,Community Engagement in Water Management,1
2953,water resources conservation,1
2954,land rehabilitation,1
2955,CSRD compliance,1
2956,mining method,1
2957,Hak dan Tanggung Jawab Karyawan,1
2958,social issues,1
2959,quality products,1
2960,customer and community engagement,1
2961,conveyor system,1
2962,contamination risk mitigation,1
2963,terminal clustering,1
2964,cargo segregation,1
2965,logistics sustainability,1
2966,pest management,1
2967,sustainability risk management,1
2968,social assistance,1
2969,logistics monitoring,1
2970,data analytics efficiency,1
2971,conflict,1
2972,Kode Etik dan Nillai Organisasi,1
2973,water pollution control,1
2974,Pelatihan dan Pengembangan Sumber Daya Manusia,1
2975,Keterampilan Karyawan,1
2976,Komunikasi dan Kolaborasi,1
2977,warehouse management,1
2978,teamwork,1
2979,urban development,1
2980,public-private partnership,1
2981,family leave,1
2982,healthy lifestyle,1
2983,employee pension and social security,1
2984,social consequences,1
2985,hydrometeorological hazards mitigation,1
2986,industrial compliance,1
2987,industrial regulation compliance,1
2988,whistleblowing mechanism,1
2989,workplace collaboration,1
2990,business partnerships,1
2991,environmentally friendly development,1
2992,impact assessment,1
2993,material topic determination,1
2994,materiality thresholds,1
2995,Product Quality,1
2996,Food Loss,1
2997,Food Safety Practices,1
2998,Marketing and Communication,1
2999,energy and emissions,1
3000,governance and reporting standards,1
3001,quality management system,1
3002,anti-bribery management system,1
3003,sustainable product diversification,1
3004,workforce recruitment,1
3005,operational issue mitigation,1
3006,governance engagement,1
3007,remuneration governance,1
3008,stakeholder feedback,1
3009,Code of conduct and conflict of interest policy,1
3010,Ethical work environment and stakeholder trust,1
3011,Annual code of conduct refreshment,1
3012,Strategic Planning,1
3013,Operational Effectiveness,1
3014,Strategic Resilience,1
3015,Financial Performance,1
3016,Resilience Management,1
3017,Operational Balance,1
3018,code_of_conduct,1
3019,sustainable investments,1
3020,long-term compensation,1
3021,toxic waste management,1
3022,reuse and recycling,1
3023,Workplace Safety,1
3024,Transparency in operations,1
3025,environmental decision-making,1
3026,social decision-making,1
3027,board supervision,1
3028,general meetings,1
3029,committee evaluation,1
3030,Audit Committee Charter,1
3031,Audit Committee Charter update,1
3032,Audit Committee Membership,1
3033,Nomination and Remuneration Committee formation,1
3034,Nomination and Remuneration Committee duties,1
3035,Socialization of I4C Values,1
3036,Continuous Improvement Culture,1
3037,Communication and Collaboration,1
3038,Integrity in Workplace Culture,1
3039,Ethics Committee,1
3040,reduction of virgin resin usage,1
3041,Reporting channels,1
3042,Investigation process,1
3043,Whistleblower protection,1
3044,Encouragement of reporting,1
3045,Report handling process,1
3046,Enforcement actions,1
3047,Internal controls improvement,1
3048,No compliance issues,1
3049,License management,1
3050,Procurement transparency and performance evaluation,1
3051,Financial supervision,1
3052,Transparency and information disclosure,1
3053,MSME Collaboration for Economic Empowerment,1
3054,Community Support Programs,1
3055,economic decision-making,1
3056,intra-organizational governance,1
3057,equality and fairness,1
3058,net profit,1
3059,raw materials,1
3060,coal-based electricity generation,1
3061,energy-efficient machinery procurement,1
3062,LED lighting adoption,1
3063,solar cell installation,1
3064,LPG consumption,1
3065,natural gas consumption,1
3066,solar energy consumption,1
3067,energy efficiency measures,1
3068,sustainability reporting continuity,1
3069,compliance to sustainability reporting standards,1
3070,data comparability,1
3071,market presence,1
3072,materiality,1
3073,water and effluents,1
3074,age demographics,1
3075,employee education and training,1
3076,gaji layak,1
3077,benefits community,1
3078,plastic material management,1
3079,non-renewable energy management,1
3080,employee competency,1
3081,product and service quality,1
3082,market position,1
3083,customer base growth,1
3084,customer collaboration,1
3085,customer focus,1
3086,pakaging,1
3087,operations location,1
3088,Fair Remuneration,1
3089,Employment Opportunities,1
3090,Community Welfare Engagement,1
3091,Contribution to Communities,1
3092,use of environmentally friendly materials,1
3093,water usage disclosure,1
3094,product design for inclusivity,1
3095,accessibility in services,1
3096,safety information disclosure,1
3097,non-discrimination in recruitment,1
3098,community feedback platform,1
3099,customer feedback system,1
3100,Product Recall Prevention,1
3101,Property Portfolio,1
3102,Service Quality,1
3103,Employee Care,1
3104,Offered Products and Services,1
3105,Contribution to Environment,1
3106,community_water_access,1
3107,Tax compliance evaluation,1
3108,financial disclosures,1
3109,ethics compliance,1
3110,note,1
3111,environmental infrastructure,1
3112,Accounting policy disclosure,1
3113,Accounting estimates,1
3114,Tax asset/liability recognition,1
3115,financial provisioning,1
3116,financial measurement,1
3117,financial accounting,1
3118,related-party transactions,1
3119,akuntansi proyek,1
3120,estimasi anggaran,1
3121,manajemen perubahan anggaran,1
3122,environmental program participation,1
3123,employee sustainability practices,1
3124,ESG information dissemination,1
3125,sustainability mapping,1
3126,jumlah pengaduan,1
3127,Board Meeting Participation,1
3128,AGM Disclosure,1
3129,Shareholder Communication Policy,1
3130,Communication Policy Disclosure,1
3131,performance evaluation linked to compensation,1
3132,diversity in board composition,1
3133,financial expertise of directors,1
3134,board evaluation,1
3135,Directors resignation for financial crimes,1
3136,insider trading prevention,1
3137,anti-corruption and anti-fraud,1
3138,supplier selection and capability improvement,1
3139,creditor rights fulfillment,1
3140,contributions to Sustainable Development Goals (SDGs),1
3141,external verification,1
3142,environmental strategy,1
3143,social strategy,1
3144,governance strategy,1
3145,governance improvement,1
3146,technology optimization,1
3147,supply chain collaboration,1
3148,policy determination,1
3149,governance coordination,1
3150,sustainability committee,1
3151,ESG practices,1
3152,climate change risks,1
3153,customer security and safety,1
3154,ESG knowledge and human resource management,1
3155,beban akuntansi,1
3156,Tax dispute resolution,1
3157,Government Policy Dissemination,1
3158,Food loss,1
3159,employee training programs,1
3160,economic strategy,1
3161,business adaptation,1
3162,strategic monitoring,1
3163,philosophical commitment,1
3164,cross-cutting collaboration,1
3165,Environmental,1
3166,Social,1
3167,strategi keberlanjutan,1
3168,kenyamanan tempat kerja,1
3169,pengembangan masyarakat,1
3170,kontribusi terhadap SDGs,1
3171,Food safety,1
3172,Supply chain traceability,1
3173,Customer support,1
3174,Tax Policy,1
3175,onboarding,1
3176,performance appraisal,1
3177,local employment opportunities,1
3178,diversity and human rights,1
3179,SDG achievement,1
3180,ESG performance synchronization,1
3181,present status of environmental indicators,1
3182,scope of information disclosure,1
3183,Employment/Welfare,1
3184,Company Financial Performance,1
3185,Products/Services,1
3186,Certifications,1
3187,Supply Chain Governance,1
3188,Compliance Management,1
3189,plastic reduction,1
3190,environmental programs,1
3191,ESG initiatives,1
3192,general performance overview,1
3193,Deferred Tax Management,1
3194,contract accounting practices,1
3195,Taxation,1
3196,Taxation Uncertainty,1
3197,Lease Management,1
3198,accounting uncertainty,1
3199,financing component consideration,1
3200,interest rate determination,1
3201,fair value accounting impact,1
3202,land rights certification,1
3203,investment properties,1
3204,fair value,1
3205,insurance coverage,1
3206,capital expenditures,1
3207,Asset Security and Risk Mitigation,1
3208,fixed assets management,1
3209,land acquisition,1
3210,reserve fund,1
3211,facility operations,1
3212,revenue allocation,1
3213,long-term liabilities,1
3214,lease liabilities,1
3215,work safety,1
3216,social programs,1
3217,education initiatives,1
3218,local infrastructure,1
3219,ESG compliance,1
3220,business synergy,1
3221,sustainability alignment,1
3222,Local Business Talent Recruitment,1
3223,resource availability,1
3224,ownership diversification,1
3225,pengelolaan sumber daya dan limbah,1
3226,Employee Commitment,1
3227,sustainability and integrity,1
3228,business risk management,1
3229,supply chain dependence,1
3230,sustainable product procurement,1
3231,product diversification,1
3232,sales growth,1
3233,asset growth,1
3234,pemasaran produk ramah lingkungan,1
3235,integrasi pengelolaan keberlanjutan,1
3236,identifikasi dan solusi isuiis keberlanjutan,1
3237,landasan kebijakan berbasis VOICES,1
3238,kesehatan karyawan,1
3239,kesehatan kerja,1
3240,tata kelola perusahaan (GCG),1
3241,dampak ekonomi,1
3242,internal controls and risk management,1
3243,business ethics and accountability,1
3244,stakeholder support,1
3245,organizational changes,1
3246,ownership concentration,1
3247,foreign institution ownership,1
3248,domestic institution ownership,1
3249,foreign individual ownership,1
3250,domestic individual ownership,1
3251,director_share_ownership,1
3252,coal exports,1
3253,capital accessibility,1
3254,asset utilization,1
3255,financial stewardship,1
3256,Business Resilience and Adaptability,1
3257,dukungan regulasi,1
3258,pembiayaan pemerintah,1
3259,literasi,1
3260,supplier relationships,1
3261,implementation challenges,1
3262,information transparency,1
3263,product information availability,1
3264,product-service insurance,1
3265,employee competency development,1
3266,unique customer health and safety,1
3267,customer and business partner satisfaction,1
3268,social and community development,1
3269,sustainability strategies,1
3270,economic productivity,1
3271,employee performance,1
3272,human resources quality,1
3273,leadership training,1
3274,educational sponsorship,1
3275,employee residency,1
3276,workplace fatality incidents,1
3277,healthcare collaboration,1
3278,information security management,1
3279,national debt,1
3280,household consumption,1
3281,profitability,1
3282,leadership principles,1
3283,strategic policy implementation,1
3284,corporate governance (GCG),1
3285,governance framework adoption,1
3286,employee accountability,1
3287,pertumbuhan industri,1
3288,infrastruktur digital,1
3289,ekonomi yang ditahan,1
3290,rasio likuiditas,1
3291,environmental quality improvement,1
3292,compliance_coordination,1
3293,shareholder participation,1
3294,Audit Accountability,1
3295,Annual Report,1
3296,Board Accountability,1
3297,Legal Documentation,1
3298,business activities expansion,1
3299,executive authority,1
3300,governance awareness,1
3301,evidence-based governance,1
3302,policy supervision,1
3303,board_meetings,1
3304,legal_advisory,1
3305,supervisory_reporting,1
3306,governance_transparency,1
3307,meeting_efficacy,1
3308,rasio capaian likuiditas,1
3309,strategic_advisory,1
3310,stakeholder_communication,1
3311,audit_supervision,1
3312,Competency Development,1
3313,ethics and accountability,1
3314,governance continuity,1
3315,competence-based governance,1
3316,governance tenure,1
3317,internal business processes,1
3318,internal control and risk management,1
3319,Sustainability Awareness,1
3320,leadership transparency,1
3321,Audit Committee Composition,1
3322,business relationship transparency,1
3323,investor confidence,1
3324,shareholder value,1
3325,stakeholder awareness,1
3326,decision-making governance,1
3327,rasio cepat,1
3328,rasio utang terhadap total aset,1
3329,rasio utang terhadap total ekuitas,1
3330,rasio utang berbunga,1
3331,kolektibilitas piutang,1
3332,kolekibilitas piutang,1
3333,pajak,1
3334,distribution strategy,1
3335,asset testing expenses,1
3336,corporate culture,1
3337,social responsibility programs,1
3338,environmental responsibility programs,1
3339,corporate governance adoption,1
3340,corporate governance review,1
3341,internal_controls,1
3342,corporate_governance_frameworks,1
3343,corporate_governance_issues,1
3344,transparency in decision-making,1
3345,investor communication policy,1
3346,equal access to material information,1
3347,transparent disclosure,1
3348,financial and sustainability reporting,1
3349,public exposure obligations,1
3350,equal shareholder rights,1
3351,sustainable finance practices,1
3352,investor communication strategy,1
3353,corporate governance pillars,1
3354,management empowerment,1
3355,management transparency,1
3356,environmental stakeholder engagement,1
3357,emissions control,1
3358,implementation standards,1
